Supplementary Table 1. Isolates used in the study,,,,,,,
,,,,,,,
Name of isolate (tree name),Laboratory number,Accession number,Year of isolation,Continent,Region within continent,Country,Source
10540_1_47_Viety3-224_1997,ty3-224,ERR352644,1997,Asia,Southeast Asia,Vietnam,Blood
10540_1_48_Viect1-105_1994,ct1-105,ERR352645,1994,Asia,Southeast Asia,Vietnam,Blood
10540_1_49_Viety3-202_1997,ty3-202,ERR352646,1997,Asia,Southeast Asia,Vietnam,Blood
10540_1_50_Viety3-226_1997,ty3-226,ERR352647,1997,Asia,Southeast Asia,Vietnam,Blood
10540_1_51_Viect1-107_1994,ct1-107,ERR352648,1994,Asia,Southeast Asia,Vietnam,Blood
10540_1_52_Viety3-205_1997,ty3-205,ERR352649,1997,Asia,Southeast Asia,Vietnam,Blood
10540_1_53_Viety3-243_1998,ty3-243,ERR352650,1998,Asia,Southeast Asia,Vietnam,Blood
10540_1_54_Vieipt51_1997,ipt51,ERR352651,1997,Asia,Southeast Asia,Vietnam,Blood
10540_1_55_Viety3-206_1997,ty3-206,ERR352652,1997,Asia,Southeast Asia,Vietnam,Blood
10540_1_57_Viedty1-80_1997,dty1-80,ERR352654,1997,Asia,Southeast Asia,Vietnam,Blood
10540_1_58_Viety2-173_1995,ty2-173,ERR352655,1995,Asia,Southeast Asia,Vietnam,Blood
10540_1_59_Viety3-207_1997,ty3-207,ERR352656,1997,Asia,Southeast Asia,Vietnam,Blood
10540_1_60_Viety3-254_1998,ty3-254,ERR352657,1998,Asia,Southeast Asia,Vietnam,Blood
10540_1_61_Viect1-66_1994,ct1-66,ERR352658,1994,Asia,Southeast Asia,Vietnam,Blood
10540_1_62_Vieas118_1998,as118,ERR352659,1998,Asia,Southeast Asia,Vietnam,Blood
10540_1_63_Vieipt61_1997,ipt61,ERR352661,1997,Asia,Southeast Asia,Vietnam,Blood
10540_1_64_Viety3-191_1997,ty3-191,ERR352662,1997,Asia,Southeast Asia,Vietnam,Blood
10540_1_65_Viety3-269_1998,ty3-269,ERR352663,1998,Asia,Southeast Asia,Vietnam,Blood
10540_1_66_Vieas250_1999,as250,ERR352665,1999,Asia,Southeast Asia,Vietnam,Blood
10540_1_67_Viety3-211_1997,ty3-211,ERR352667,1997,Asia,Southeast Asia,Vietnam,Blood
10540_1_68_Viect1-70_1994,ct1-70,ERR352669,1994,Asia,Southeast Asia,Vietnam,Blood
10540_1_69_Vieas252_1999,as252,ERR352671,1999,Asia,Southeast Asia,Vietnam,Blood
10540_1_70_Viety3-194_1997,ty3-194,ERR352673,1997,Asia,Southeast Asia,Vietnam,Blood
10540_1_72_Vieipt83_1998,ipt83,ERR352677,1998,Asia,Southeast Asia,Vietnam,Blood
10540_1_73_Viety3-196_1997,ty3-196,ERR352679,1997,Asia,Southeast Asia,Vietnam,Blood
10540_1_74_Viety3-222_1997,ty3-222,ERR352681,1997,Asia,Southeast Asia,Vietnam,Blood
10540_1_76_Viety3-197_1997,ty3-197,ERR352685,1997,Asia,Southeast Asia,Vietnam,Blood
10540_1_77_Viety3-213_1997,ty3-213,ERR352687,1997,Asia,Southeast Asia,Vietnam,Blood
10540_1_78_Viect1-69_1994,ct1-69,ERR352689,1994,Asia,Southeast Asia,Vietnam,Blood
10540_1_79_Vieipt16_1995,ipt16,ERR352691,1995,Asia,Southeast Asia,Vietnam,Blood
10540_1_82_Vieipt19_1995,ipt19,ERR352697,1995,Asia,Southeast Asia,Vietnam,Blood
10540_1_83_Viety3-199_1997,ty3-199,ERR352699,1997,Asia,Southeast Asia,Vietnam,Blood
10540_1_85_Viety2-105_1994,ty2-105,ERR352703,1994,Asia,Southeast Asia,Vietnam,Blood
10540_1_86_Viety2-138_1994,ty2-138,ERR352705,1994,Asia,Southeast Asia,Vietnam,Blood
10540_1_88_Viety2-106_1994,ty2-106,ERR352709,1994,Asia,Southeast Asia,Vietnam,Blood
10540_1_89_Viety2-141_1994,ty2-141,ERR352711,1994,Asia,Southeast Asia,Vietnam,Blood
10540_1_90_Viety2-143_1994,ty2-143,ERR352713,1994,Asia,Southeast Asia,Vietnam,Blood
10540_1_91_Viety2-113_1994,ty2-113,ERR352715,1994,Asia,Southeast Asia,Vietnam,Blood
10540_1_92_Viety2-116_1994,ty2-116,ERR352717,1994,Asia,Southeast Asia,Vietnam,Blood
10540_1_93_Viety2-133_1994,ty2-133,ERR352719,1994,Asia,Southeast Asia,Vietnam,Blood
10540_1_94_Viety2-154_1994,ty2-154,ERR352721,1994,Asia,Southeast Asia,Vietnam,Blood
10540_1_96_Viety2-119_1994,ty2-119,ERR352725,1994,Asia,Southeast Asia,Vietnam,Blood
10561_2_24_Viedtc97_1994,dtc97,ERR357599,1994,Asia,Southeast Asia,Vietnam,Blood
10561_2_43_Viedtc122_1995,dtc122,ERR357618,1995,Asia,Southeast Asia,Vietnam,Blood
10561_2_67_Viedtc99_1994,dtc99,ERR357642,1994,Asia,Southeast Asia,Vietnam,Blood
10561_2_68_Viedtc98_1994,dtc98,ERR357643,1994,Asia,Southeast Asia,Vietnam,Blood
10561_2_69_Viedn88_1995,dn88,ERR357644,1995,Asia,Southeast Asia,Vietnam,Blood
10561_2_70_Viedtc20_1994,dtc20,ERR357645,1994,Asia,Southeast Asia,Vietnam,Blood
10561_2_71_Viedtc131_1995,dtc131,ERR357646,1995,Asia,Southeast Asia,Vietnam,Blood
10561_2_72_Viedtc180_1995,dtc180,ERR357647,1995,Asia,Southeast Asia,Vietnam,Blood
10561_2_73_Viedtc5_1994,dtc5,ERR357648,1994,Asia,Southeast Asia,Vietnam,Blood
10561_2_74_Viedtc107_1994,dtc107,ERR357649,1994,Asia,Southeast Asia,Vietnam,Blood
10561_2_76_Viect1-13_1993,ct1-13,ERR357651,1993,Asia,Southeast Asia,Vietnam,Blood
10561_2_77_Viect1-19_1993,ct1-19,ERR357652,1993,Asia,Southeast Asia,Vietnam,Blood
10561_2_78_Viedty1-99_1997,dty1-99,ERR357653,1997,Asia,Southeast Asia,Vietnam,Blood
10561_2_79_Viedty1-71_1997,dty1-71,ERR357654,1997,Asia,Southeast Asia,Vietnam,Blood
10561_2_80_Viety2-121_1994,ty2-121,ERR357655,1994,Asia,Southeast Asia,Vietnam,Blood
10561_2_82_Viety2-122_1994,ty2-122,ERR357657,1994,Asia,Southeast Asia,Vietnam,Blood
10561_2_84_Viety1-48_1993,ty1-48,ERR357659,1993,Asia,Southeast Asia,Vietnam,Blood
10561_2_86_Viety2-124_1994,ty2-124,ERR357661,1994,Asia,Southeast Asia,Vietnam,Blood
10561_2_88_Viety2-68_1994,ty2-68,ERR357663,1994,Asia,Southeast Asia,Vietnam,Blood
10561_2_90_Viety2-69_1994,ty2-69,ERR357665,1994,Asia,Southeast Asia,Vietnam,Blood
10561_2_92_Viety1-30_1993,ty1-30,ERR357667,1993,Asia,Southeast Asia,Vietnam,Blood
10562_2_78_VieMDUST399_2011,MDUST399,ERR357833,2011,Asia,Southeast Asia,Vietnam,Blood
10593_2_36_Vie72-1907_1972,72-1907,ERR360649,1972,Asia,Southeast Asia,Vietnam,Not provided
10593_2_48_Vie73-1102_1973,73-1102,ERR360661,1973,Asia,Southeast Asia,Vietnam,Not provided
10493_1_44_VieMDUST235_2010,MDUST235,ERR352469,2010,Asia,Southeast Asia,Vietnam,Stool
10349_1_3_Meast022464_2002,ERL022464                     ,ERR343251,2002,Asia,Western Asia,Western Asia,Blood
10561_2_40_Meast022368_2002,ERL022368                     ,ERR357615,2002,Asia,Western Asia,Western Asia,Blood
10349_1_2_Meast022463_2002,ERL022463                     ,ERR343250,2002,Asia,Western Asia,Western Asia,Stool
10492_1_4_AustraliaMDUST121_2010,MDUST121,ERR352257,2010,Australia & Oceania,Australia ,Australia,Blood
10541_2_14_AustraliaMDUST208_2010,MDUST208,ERR352947,2010,Australia & Oceania,Australia ,Australia,Blood
10562_2_9_AustraliaMDUST144_2012,MDUST144,ERR357764,2012,Australia & Oceania,Australia ,Australia,Blood
8490_5_31_FijMDUST31_2000,MDUST31,ERR213249,2000,Australia & Oceania,Oceania ,Fiji,Blood
8490_5_32_FijMDUST32_2000,MDUST32,ERR213250,2000,Australia & Oceania,Oceania ,Fiji,Blood
8490_5_35_FijMDUST35_1996,MDUST35,ERR213253,1996,Australia & Oceania,Oceania ,Fiji,Blood
8490_6_41_FijMDUST41_1996,MDUST41,ERR213259,1996,Australia & Oceania,Oceania ,Fiji,Blood
8490_6_42_FijMDUST42_1996,MDUST42,ERR213260,1996,Australia & Oceania,Oceania ,Fiji,Blood
8490_6_43_FijMDUST43_1996,MDUST43,ERR213261,1996,Australia & Oceania,Oceania ,Fiji,Blood
8490_6_44_FijMDUST44_1996,MDUST44,ERR213262,1996,Australia & Oceania,Oceania ,Fiji,Blood
8490_6_45_FijMDUST45_1996,MDUST45,ERR213263,1996,Australia & Oceania,Oceania ,Fiji,Blood
8490_6_46_FijMDUST46_1996,MDUST46,ERR213264,1996,Australia & Oceania,Oceania ,Fiji,Blood
8490_6_47_FijMDUST47_1996,MDUST47,ERR213265,1996,Australia & Oceania,Oceania ,Fiji,Blood
8490_6_55_FijMDUST55_1995,MDUST55,ERR213273,1995,Australia & Oceania,Oceania ,Fiji,Blood
8490_6_57_FijMDUST57_1994,MDUST57,ERR213275,1994,Australia & Oceania,Oceania ,Fiji,Blood
8490_6_62_FijMDUST62_1994,MDUST62,ERR213280,1994,Australia & Oceania,Oceania ,Fiji,Blood
10060_5_67_FijB1271_2012,B1271,ERR331270,2012,Australia & Oceania,Oceania ,Fiji,Blood
10060_5_68_FijB1305_2012,B1305,ERR331271,2012,Australia & Oceania,Oceania ,Fiji,Blood
10060_5_70_FijB1357_2012,B1357,ERR331273,2012,Australia & Oceania,Oceania ,Fiji,Blood
10060_5_71_FijB1472_2012,B1472,ERR331274,2012,Australia & Oceania,Oceania ,Fiji,Blood
10060_5_72_FijB1501_2012,B1501,ERR331275,2012,Australia & Oceania,Oceania ,Fiji,Blood
10060_5_73_FijB1502_2012,B1502,ERR331276,2012,Australia & Oceania,Oceania ,Fiji,Blood
10060_5_75_FijB1542_2012,B1542,ERR331278,2012,Australia & Oceania,Oceania ,Fiji,Blood
10060_5_76_FijB1563_2012,B1563,ERR331279,2012,Australia & Oceania,Oceania ,Fiji,Blood
10060_5_77_FijB1596_2012,B1596,ERR331280,2012,Australia & Oceania,Oceania ,Fiji,Blood
10060_5_78_FijB1616_2012,B1616,ERR331281,2012,Australia & Oceania,Oceania ,Fiji,Blood
10060_5_79_FijB1628_2012,B1628,ERR331282,2012,Australia & Oceania,Oceania ,Fiji,Blood
10349_1_31_Fij072973_2007,ERL072973,ERR343279,2007,Australia & Oceania,Oceania ,Fiji,Blood
10349_1_33_Fij082325_2008,ERL082325,ERR343281,2008,Australia & Oceania,Oceania ,Fiji,Blood
10349_1_37_Fij082759_2008,ERL082759,ERR343285,2008,Australia & Oceania,Oceania ,Fiji,Blood
10492_1_59_FijMDUST319_1983,MDUST319,ERR352312,1983,Australia & Oceania,Oceania ,Fiji,Blood
10492_1_63_FijMDUST337_1984,MDUST337,ERR352316,1984,Australia & Oceania,Oceania ,Fiji,Blood
10492_1_64_FijMDUST354_1993,MDUST354,ERR352317,1993,Australia & Oceania,Oceania ,Fiji,Blood
10492_1_80_FijMDUST404_2012,MDUST404,ERR352333,2012,Australia & Oceania,Oceania ,Fiji,Blood
10493_1_69_FijMDUST321_1983,MDUST321,ERR352494,1983,Australia & Oceania,Oceania ,Fiji,Blood
10493_1_70_FijMDUST322_1983,MDUST322,ERR352495,1983,Australia & Oceania,Oceania ,Fiji,Blood
10493_1_77_FijMDUST352_1986,MDUST352,ERR352502,1986,Australia & Oceania,Oceania ,Fiji,Blood
10541_2_42_FijMDUST323_1983,MDUST323,ERR357467,1983,Australia & Oceania,Oceania ,Fiji,Blood
10541_2_44_FijMDUST327_1992,MDUST327,ERR357469,1992,Australia & Oceania,Oceania ,Fiji,Blood
10541_2_48_FijMDUST334_1984,MDUST334,ERR357473,1984,Australia & Oceania,Oceania ,Fiji,Blood
10562_2_50_FijMDUST343_1993,MDUST343,ERR357805,1993,Australia & Oceania,Oceania ,Fiji,Blood
10562_2_51_FijMDUST346_1984,MDUST346,ERR357806,1984,Australia & Oceania,Oceania ,Fiji,Blood
10562_2_53_FijMDUST350_1985,MDUST350,ERR357808,1985,Australia & Oceania,Oceania ,Fiji,Blood
10541_2_39_FijMDUST317_1982,MDUST317,ERR357464,1982,Australia & Oceania,Oceania ,Fiji,Knee aspirate
8490_5_34_FijMDUST34_1997,MDUST34,ERR213252,1997,Australia & Oceania,Oceania ,Fiji,Pus
10060_5_85_FijW478_2012,W478,ERR331288,2012,Australia & Oceania,Oceania ,Fiji,Rectal swab
8490_5_30_FijMDUST30_2009,MDUST30,ERR213248,2009,Australia & Oceania,Oceania ,Fiji,Stool
8490_5_33_FijMDUST33_1997,MDUST33,ERR213251,1997,Australia & Oceania,Oceania ,Fiji,Stool
8490_5_36_FijMDUST36_1996,MDUST36,ERR213254,1996,Australia & Oceania,Oceania ,Fiji,Stool
8490_6_37_FijMDUST37_1996,MDUST37,ERR213255,1996,Australia & Oceania,Oceania ,Fiji,Stool
8490_6_38_FijMDUST38_1996,MDUST38,ERR213256,1996,Australia & Oceania,Oceania ,Fiji,Stool
8490_6_39_FijMDUST39_1996,MDUST39,ERR213257,1996,Australia & Oceania,Oceania ,Fiji,Stool
8490_6_40_FijMDUST40_1996,MDUST40,ERR213258,1996,Australia & Oceania,Oceania ,Fiji,Stool
8490_6_48_FijMDUST48_1996,MDUST48,ERR213266,1996,Australia & Oceania,Oceania ,Fiji,Stool
8490_6_49_FijMDUST49_1996,MDUST49,ERR213267,1996,Australia & Oceania,Oceania ,Fiji,Stool
8490_6_50_FijMDUST50_1996,MDUST50,ERR213268,1996,Australia & Oceania,Oceania ,Fiji,Stool
8490_6_51_FijMDUST51_1995,MDUST51,ERR213269,1995,Australia & Oceania,Oceania ,Fiji,Stool
8490_6_52_FijMDUST52_1995,MDUST52,ERR213270,1995,Australia & Oceania,Oceania ,Fiji,Stool
8490_6_53_FijMDUST53_1995,MDUST53,ERR213271,1995,Australia & Oceania,Oceania ,Fiji,Stool
8490_6_54_FijMDUST54_1995,MDUST54,ERR213272,1995,Australia & Oceania,Oceania ,Fiji,Stool
8490_6_56_FijMDUST56_1994,MDUST56,ERR213274,1994,Australia & Oceania,Oceania ,Fiji,Stool
8490_6_58_FijMDUST58_1994,MDUST58,ERR213276,1994,Australia & Oceania,Oceania ,Fiji,Stool
8490_6_59_FijMDUST59_1994,MDUST59,ERR213277,1994,Australia & Oceania,Oceania ,Fiji,Stool
8490_6_60_FijMDUST60_1994,MDUST60,ERR213278,1994,Australia & Oceania,Oceania ,Fiji,Stool
8490_6_61_FijMDUST61_1994,MDUST61,ERR213279,1994,Australia & Oceania,Oceania ,Fiji,Stool
8490_6_63_FijMDUST63_1994,MDUST63,ERR213281,1994,Australia & Oceania,Oceania ,Fiji,Stool
8490_6_65_FijMDUST65_1994,MDUST65,ERR213283,1994,Australia & Oceania,Oceania ,Fiji,Stool
8490_6_66_FijMDUST66_1994,MDUST66,ERR213284,1994,Australia & Oceania,Oceania ,Fiji,Stool
8490_6_67_FijMDUST67_1994,MDUST67,ERR213285,1994,Australia & Oceania,Oceania ,Fiji,Stool
8490_6_68_FijMDUST68_1994,MDUST68,ERR213286,1994,Australia & Oceania,Oceania ,Fiji,Stool
8490_6_69_FijMDUST69_1996,MDUST69,ERR213287,1996,Australia & Oceania,Oceania ,Fiji,Stool
10060_5_86_FijW794_2012,W794,ERR331289,2012,Australia & Oceania,Oceania ,Fiji,Stool
10492_1_58_FijMDUST310_1991,MDUST310,ERR352311,1991,Australia & Oceania,Oceania ,Fiji,Stool
10492_1_60_FijMDUST326_1992,MDUST326,ERR352313,1992,Australia & Oceania,Oceania ,Fiji,Stool
10492_1_62_FijMDUST335_1993,MDUST335,ERR352315,1993,Australia & Oceania,Oceania ,Fiji,Stool
10493_1_73_FijMDUST336_1993,MDUST336,ERR352498,1993,Australia & Oceania,Oceania ,Fiji,Stool
10493_1_74_FijMDUST339_1984,MDUST339,ERR352499,1984,Australia & Oceania,Oceania ,Fiji,Stool
10493_1_76_FijMDUST351_1985,MDUST351,ERR352501,1985,Australia & Oceania,Oceania ,Fiji,Stool
10541_2_35_FijMDUST311_1982,MDUST311,ERR357460,1982,Australia & Oceania,Oceania ,Fiji,Stool
10541_2_36_FijMDUST312_1982,MDUST312,ERR357461,1982,Australia & Oceania,Oceania ,Fiji,Stool
10541_2_41_FijMDUST320_1983,MDUST320,ERR357466,1983,Australia & Oceania,Oceania ,Fiji,Stool
10541_2_49_FijMDUST340_1993,MDUST340,ERR357474,1993,Australia & Oceania,Oceania ,Fiji,Stool
10541_2_50_FijMDUST341_1993,MDUST341,ERR357475,1993,Australia & Oceania,Oceania ,Fiji,Stool
10541_2_51_FijMDUST342_1993,MDUST342,ERR357476,1993,Australia & Oceania,Oceania ,Fiji,Stool
10541_2_52_FijMDUST344_1985,MDUST344,ERR357477,1985,Australia & Oceania,Oceania ,Fiji,Stool
10541_2_54_FijMDUST349_1985,MDUST349,ERR357479,1985,Australia & Oceania,Oceania ,Fiji,Stool
10562_2_48_FijMDUST324_1992,MDUST324,ERR357803,1992,Australia & Oceania,Oceania ,Fiji,Stool
10562_2_52_FijMDUST347_1993,MDUST347,ERR357807,1993,Australia & Oceania,Oceania ,Fiji,Stool
10562_2_86_FijMDUST419_2011,MDUST419,ERR357841,2011,Australia & Oceania,Oceania ,Fiji,Stool
8490_6_64_FijMDUST64_1994,MDUST64,ERR213282,1994,Australia & Oceania,Oceania ,Fiji,Stool & Blood
8447_8_1_FijMDUST73_2008,MDUST73,ERR204244,2008,Australia & Oceania,Oceania ,Fiji,Unknown
8447_8_2_FijMDUST74_2008,MDUST74,ERR204245,2008,Australia & Oceania,Oceania ,Fiji,Unknown
8447_8_3_FijMDUST75_2008,MDUST75,ERR204246,2008,Australia & Oceania,Oceania ,Fiji,Unknown
8447_8_4_FijMDUST76_2008,MDUST76,ERR204247,2008,Australia & Oceania,Oceania ,Fiji,Unknown
8447_8_5_FijMDUST77_2008,MDUST77,ERR204248,2008,Australia & Oceania,Oceania ,Fiji,Unknown
8447_8_6_FijMDUST78_2008,MDUST78,ERR204249,2008,Australia & Oceania,Oceania ,Fiji,Unknown
8447_8_7_FijMDUST79_2008,MDUST79,ERR204250,2008,Australia & Oceania,Oceania ,Fiji,Unknown
8447_8_8_FijMDUST80_2008,MDUST80,ERR204251,2008,Australia & Oceania,Oceania ,Fiji,Unknown
8447_8_9_FijMDUST81_2008,MDUST81,ERR204252,2008,Australia & Oceania,Oceania ,Fiji,Unknown
8447_8_10_FijMDUST82_2008,MDUST82,ERR204253,2008,Australia & Oceania,Oceania ,Fiji,Unknown
8447_8_11_FijMDUST83_2008,MDUST83,ERR204254,2008,Australia & Oceania,Oceania ,Fiji,Unknown
8447_8_12_FijMDUST84_2008,MDUST84,ERR204255,2008,Australia & Oceania,Oceania ,Fiji,Unknown
8447_8_13_FijMDUST85_2008,MDUST85,ERR204256,2008,Australia & Oceania,Oceania ,Fiji,Unknown
8447_8_14_FijMDUST86_2008,MDUST86,ERR204257,2008,Australia & Oceania,Oceania ,Fiji,Unknown
8447_8_15_FijMDUST87_2008,MDUST87,ERR204258,2008,Australia & Oceania,Oceania ,Fiji,Unknown
8447_8_16_FijMDUST88_2008,MDUST88,ERR204259,2008,Australia & Oceania,Oceania ,Fiji,Unknown
8447_8_17_FijMDUST89_2008,MDUST89,ERR204260,2008,Australia & Oceania,Oceania ,Fiji,Unknown
8447_8_18_FijMDUST90_2008,MDUST90,ERR204261,2008,Australia & Oceania,Oceania ,Fiji,Unknown
8447_8_19_FijMDUST91_2008,MDUST91,ERR204262,2008,Australia & Oceania,Oceania ,Fiji,Unknown
8447_8_20_FijMDUST92_2008,MDUST92,ERR204263,2008,Australia & Oceania,Oceania ,Fiji,Unknown
8447_8_21_FijMDUST93_2008,MDUST93,ERR204264,2008,Australia & Oceania,Oceania ,Fiji,Unknown
8447_8_22_FijMDUST94_2008,MDUST94,ERR204265,2008,Australia & Oceania,Oceania ,Fiji,Unknown
8447_8_23_FijMDUST95_2008,MDUST95,ERR204266,2008,Australia & Oceania,Oceania ,Fiji,Unknown
8447_8_24_FijMDUST96_2008,MDUST96,ERR204267,2008,Australia & Oceania,Oceania ,Fiji,Unknown
8447_8_26_FijMDUST98_2008,MDUST98,ERR204269,2008,Australia & Oceania,Oceania ,Fiji,Unknown
8447_8_27_FijMDUST99_2008,MDUST99,ERR204270,2008,Australia & Oceania,Oceania ,Fiji,Unknown
8447_8_28_FijMDUST100_2008,MDUST100,ERR204271,2008,Australia & Oceania,Oceania ,Fiji,Unknown
8447_8_29_FijMDUST101_2008,MDUST101,ERR204272,2008,Australia & Oceania,Oceania ,Fiji,Unknown
8447_8_30_FijMDUST102_2008,MDUST102,ERR204273,2008,Australia & Oceania,Oceania ,Fiji,Unknown
8447_8_31_FijMDUST103_2008,MDUST103,ERR204274,2008,Australia & Oceania,Oceania ,Fiji,Unknown
8447_8_32_FijMDUST104_2008,MDUST104,ERR204275,2008,Australia & Oceania,Oceania ,Fiji,Unknown
8447_8_33_FijMDUST105_2008,MDUST105,ERR204276,2008,Australia & Oceania,Oceania ,Fiji,Unknown
8490_5_1_FijMDUST1_2011,MDUST1,ERR213219,2011,Australia & Oceania,Oceania ,Fiji,Unknown
8490_5_2_FijMDUST2_2011,MDUST2,ERR213220,2011,Australia & Oceania,Oceania ,Fiji,Unknown
8490_5_3_FijMDUST3_2011,MDUST3,ERR213221,2011,Australia & Oceania,Oceania ,Fiji,Unknown
8490_5_4_FijMDUST4_2011,MDUST4,ERR213222,2011,Australia & Oceania,Oceania ,Fiji,Unknown
8490_5_5_FijMDUST5_2011,MDUST5,ERR213223,2011,Australia & Oceania,Oceania ,Fiji,Unknown
8490_5_6_FijMDUST6_2011,MDUST6,ERR213224,2011,Australia & Oceania,Oceania ,Fiji,Unknown
8490_5_7_FijMDUST7_2011,MDUST7,ERR213225,2011,Australia & Oceania,Oceania ,Fiji,Unknown
8490_5_8_FijMDUST8_2011,MDUST8,ERR213226,2011,Australia & Oceania,Oceania ,Fiji,Unknown
8490_5_9_FijMDUST9_2011,MDUST9,ERR213227,2011,Australia & Oceania,Oceania ,Fiji,Unknown
8490_5_10_FijMDUST10_2011,MDUST10,ERR213228,2011,Australia & Oceania,Oceania ,Fiji,Unknown
8490_5_11_FijMDUST11_2011,MDUST11,ERR213229,2011,Australia & Oceania,Oceania ,Fiji,Unknown
8490_5_12_FijMDUST12_2011,MDUST12,ERR213230,2011,Australia & Oceania,Oceania ,Fiji,Unknown
8490_5_13_FijMDUST13_2011,MDUST13,ERR213231,2011,Australia & Oceania,Oceania ,Fiji,Unknown
8490_5_14_FijMDUST14_2011,MDUST14,ERR213232,2011,Australia & Oceania,Oceania ,Fiji,Unknown
8490_5_15_FijMDUST15_2011,MDUST15,ERR213233,2011,Australia & Oceania,Oceania ,Fiji,Unknown
8490_5_16_FijMDUST16_2011,MDUST16,ERR213234,2011,Australia & Oceania,Oceania ,Fiji,Unknown
8490_5_17_FijMDUST17_2011,MDUST17,ERR213235,2011,Australia & Oceania,Oceania ,Fiji,Unknown
8490_5_18_FijMDUST18_2011,MDUST18,ERR213236,2011,Australia & Oceania,Oceania ,Fiji,Unknown
8490_5_19_FijMDUST19_2011,MDUST19,ERR213237,2011,Australia & Oceania,Oceania ,Fiji,Unknown
8490_5_20_FijMDUST20_2011,MDUST20,ERR213238,2011,Australia & Oceania,Oceania ,Fiji,Unknown
8490_5_21_FijMDUST21_2011,MDUST21,ERR213239,2011,Australia & Oceania,Oceania ,Fiji,Unknown
8490_5_22_FijMDUST22_2011,MDUST22,ERR213240,2011,Australia & Oceania,Oceania ,Fiji,Unknown
8490_5_23_FijMDUST23_2011,MDUST23,ERR213241,2011,Australia & Oceania,Oceania ,Fiji,Unknown
8490_5_24_FijMDUST24_2011,MDUST24,ERR213242,2011,Australia & Oceania,Oceania ,Fiji,Unknown
8490_5_25_FijMDUST25_2011,MDUST25,ERR213243,2011,Australia & Oceania,Oceania ,Fiji,Unknown
8490_5_26_FijMDUST26_2011,MDUST26,ERR213244,2011,Australia & Oceania,Oceania ,Fiji,Unknown
8490_5_27_FijMDUST27_2011,MDUST27,ERR213245,2011,Australia & Oceania,Oceania ,Fiji,Unknown
8490_5_28_FijMDUST28_2011,MDUST28,ERR213246,2011,Australia & Oceania,Oceania ,Fiji,Unknown
8490_5_29_FijMDUST29_2011,MDUST29,ERR213247,2011,Australia & Oceania,Oceania ,Fiji,Unknown
8490_6_70_FijMDUST70_2008,MDUST70,ERR213288,2008,Australia & Oceania,Oceania ,Fiji,Unknown
8490_6_71_FijMDUST71_2008,MDUST71,ERR213289,2008,Australia & Oceania,Oceania ,Fiji,Unknown
8490_6_72_FijMDUST72_2008,MDUST72,ERR213290,2008,Australia & Oceania,Oceania ,Fiji,Unknown
10060_5_57_Fij100949_2011,100949,ERR331260,2011,Australia & Oceania,Oceania ,Fiji,Unknown
10060_5_58_Fij102196_2011,102196,ERR331261,2011,Australia & Oceania,Oceania ,Fiji,Unknown
10060_5_59_Fij103643_2011,103643,ERR331262,2011,Australia & Oceania,Oceania ,Fiji,Unknown
10060_5_60_Fij106774_2012,106774,ERR331263,2012,Australia & Oceania,Oceania ,Fiji,Unknown
10060_5_61_Fij107123_2012,107123,ERR331264,2012,Australia & Oceania,Oceania ,Fiji,Unknown
10060_5_62_Fij107364_2012,107364,ERR331265,2012,Australia & Oceania,Oceania ,Fiji,Unknown
10060_5_63_Fij108891_2012,108891,ERR331266,2012,Australia & Oceania,Oceania ,Fiji,Unknown
10060_5_64_Fij108910_2012,108910,ERR331267,2012,Australia & Oceania,Oceania ,Fiji,Unknown
10060_5_65_Fij109520_2012,109520,ERR331268,2012,Australia & Oceania,Oceania ,Fiji,Unknown
10060_5_66_Fij110829_2012,110829,ERR331269,2012,Australia & Oceania,Oceania ,Fiji,Unknown
10060_5_80_FijB2667_2008,B2667,ERR331283,2008,Australia & Oceania,Oceania ,Fiji,Unknown
10060_5_81_FijB4381_2008,B4381,ERR331284,2008,Australia & Oceania,Oceania ,Fiji,Unknown
10060_5_82_FijB4387_2008,B4387,ERR331285,2008,Australia & Oceania,Oceania ,Fiji,Unknown
10060_5_84_FijP749_2008,P749,ERR331287,2008,Australia & Oceania,Oceania ,Fiji,Unknown
10541_2_32_FijMDUST306_1981,MDUST306,ERR357457,1981,Australia & Oceania,Oceania ,Fiji,Unknown
10541_2_34_FijMDUST309_1981,MDUST309,ERR357459,1981,Australia & Oceania,Oceania ,Fiji,Unknown
10541_2_38_FijMDUST316_1982,MDUST316,ERR357463,1982,Australia & Oceania,Oceania ,Fiji,Unknown
10541_2_40_FijMDUST318_1982,MDUST318,ERR357465,1982,Australia & Oceania,Oceania ,Fiji,Unknown
10562_2_46_FijMDUST307_1981,MDUST307,ERR357801,1981,Australia & Oceania,Oceania ,Fiji,Unknown
10492_1_34_PNGMDUST226_2010,MDUST226,ERR352287,2010,Australia & Oceania,Oceania ,Papua New Guinea,Blood
10492_1_35_PNGMDUST229_2010,MDUST229,ERR352288,2010,Australia & Oceania,Oceania ,Papua New Guinea,Blood
10492_1_47_PNGMDUST255_2010,MDUST255,ERR352300,2010,Australia & Oceania,Oceania ,Papua New Guinea,Blood
10492_1_48_PNGMDUST256_2010,MDUST256,ERR352301,2010,Australia & Oceania,Oceania ,Papua New Guinea,Blood
10492_1_56_PNGMDUST274_1996,MDUST274,ERR352309,1996,Australia & Oceania,Oceania ,Papua New Guinea,Blood
